# BUSCO version is: 6.0.0 
# The lineage dataset is: diptera_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3556at7147	Complete	ptg000002l	18110060	18114668	+	1451.9	831	https://v10-1.orthodb.org/?query=3556at7147	Zinc finger, PHD-type
3560at7147	Complete	ptg000002l	10027840	10031278	+	1000.8	594	https://v10-1.orthodb.org/?query=3560at7147	Rab-GTPase-TBC domain
3562at7147	Complete	ptg000001l	3183698	3178684	-	1013.4	653	https://v10-1.orthodb.org/?query=3562at7147	Immunoglobulin-like domain
3585at7147	Complete	ptg000009l	2420410	2415964	-	1527.6	996	https://v10-1.orthodb.org/?query=3585at7147	Condensin complex subunit 1
3601at7147	Complete	ptg000009l	22889836	22894736	+	1835.0	998	https://v10-1.orthodb.org/?query=3601at7147	WD40-repeat-containing domain
3605at7147	Complete	ptg000010l	7620405	7589913	-	1293.6	647	https://v10-1.orthodb.org/?query=3605at7147	Cyclic nucleotide-binding, conserved site
3644at7147	Complete	ptg000002l	10846532	10851081	+	2158.1	1210	https://v10-1.orthodb.org/?query=3644at7147	WD40/YVTN repeat-like-containing domain superfamily
3647at7147	Complete	ptg000003l	506498	509985	+	1647.6	934	https://v10-1.orthodb.org/?query=3647at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3679at7147	Complete	ptg000003l	11272636	11268636	-	1775.2	969	https://v10-1.orthodb.org/?query=3679at7147	P-type ATPase
3700at7147	Complete	ptg000003l	5626614	5636420	+	1003.4	882	https://v10-1.orthodb.org/?query=3700at7147	tRNA (guanine-N(7)-)-methyltransferase
3707at7147	Complete	ptg000010l	11469432	11461106	-	1540.6	955	https://v10-1.orthodb.org/?query=3707at7147	Rapamycin-insensitive companion of mTOR, domain 4
3716at7147	Complete	ptg000014l	1551133	1544618	-	2834.4	1548	https://v10-1.orthodb.org/?query=3716at7147	Transcription elongation factor spt6
3724at7147	Complete	ptg000003l	18320678	18313523	-	1404.4	734	https://v10-1.orthodb.org/?query=3724at7147	Kelch repeat type 1
3746at7147	Complete	ptg000001l	7135969	7140990	+	1313.1	942	https://v10-1.orthodb.org/?query=3746at7147	Formin, FH2 domain
3753at7147	Complete	ptg000002l	13340632	13337170	-	2078.9	983	https://v10-1.orthodb.org/?query=3753at7147	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3786at7147	Complete	ptg000010l	1461119	1454297	-	1810.5	1231	https://v10-1.orthodb.org/?query=3786at7147	Armadillo-type fold
3789at7147	Complete	ptg000002l	7809085	7804300	-	975.6	842	https://v10-1.orthodb.org/?query=3789at7147	C2 domain
3831at7147	Complete	ptg000003l	545171	549334	+	1187.0	783	https://v10-1.orthodb.org/?query=3831at7147	FERM domain
3841at7147	Complete	ptg000002l	916516	923636	+	1510.7	857	https://v10-1.orthodb.org/?query=3841at7147	Protein kinase domain
3842at7147	Complete	ptg000002l	16448167	16453301	+	1236.7	956	https://v10-1.orthodb.org/?query=3842at7147	FANCI solenoid 2 domain
3861at7147	Complete	ptg000009l	8331786	8335506	+	1580.2	898	https://v10-1.orthodb.org/?query=3861at7147	ATP-dependent RNA helicase Ski2, C-terminal
3868at7147	Complete	ptg000010l	5894928	5902419	+	789.4	376	https://v10-1.orthodb.org/?query=3868at7147	Peptidase M14, carboxypeptidase A
3869at7147	Complete	ptg000002l	8393261	8399698	+	794.2	742	https://v10-1.orthodb.org/?query=3869at7147	Paired amphipathic helix
3884at7147	Complete	ptg000002l	7928939	7933739	+	1403.8	956	https://v10-1.orthodb.org/?query=3884at7147	Sterile alpha motif domain
3915at7147	Complete	ptg000002l	6113289	6105487	-	2151.0	1247	https://v10-1.orthodb.org/?query=3915at7147	FERM domain
3921at7147	Complete	ptg000009l	25703158	25695114	-	1380.8	863	https://v10-1.orthodb.org/?query=3921at7147	Histone-lysine N-methyltransferase DOT1 domain
3935at7147	Complete	ptg000009l	7428069	7390205	-	2050.3	975	https://v10-1.orthodb.org/?query=3935at7147	Calcium-activated potassium channel BK, alpha subunit
3937at7147	Complete	ptg000009l	4834205	4840289	+	1460.5	908	https://v10-1.orthodb.org/?query=3937at7147	Zinc finger, MYM-type
4013at7147	Complete	ptg000002l	17704836	17715082	+	1683.3	881	https://v10-1.orthodb.org/?query=4013at7147	Leucine-rich repeat
4015at7147	Complete	ptg000004l	506770	518556	+	1039.7	705	https://v10-1.orthodb.org/?query=4015at7147	SET domain
4035at7147	Complete	ptg000009l	21296779	21290624	-	700.3	410	https://v10-1.orthodb.org/?query=4035at7147	Cadherin-like
4042at7147	Complete	ptg000009l	10330674	10335476	+	1765.6	886	https://v10-1.orthodb.org/?query=4042at7147	GPCR family 3, C-terminal
4053at7147	Complete	ptg000003l	8333299	8327625	-	1821.3	911	https://v10-1.orthodb.org/?query=4053at7147	Phosphorylase b kinase regulatory subunit
4076at7147	Complete	ptg000002l	1940969	1945976	+	895.5	769	https://v10-1.orthodb.org/?query=4076at7147	GRIP domain
4133at7147	Complete	ptg000010l	770855	777985	+	2252.7	1230	https://v10-1.orthodb.org/?query=4133at7147	dDENN domain
4145at7147	Complete	ptg000029l	661895	655989	-	1566.8	885	https://v10-1.orthodb.org/?query=4145at7147	P-type ATPase
4163at7147	Complete	ptg000002l	5857067	5861644	+	2005.5	1147	https://v10-1.orthodb.org/?query=4163at7147	WD40 repeat
4165at7147	Complete	ptg000001l	12771845	12776505	+	1492.4	914	https://v10-1.orthodb.org/?query=4165at7147	Immunoglobulin-like domain
4190at7147	Complete	ptg000010l	8133859	8129668	-	1750.4	961	https://v10-1.orthodb.org/?query=4190at7147	Importin-beta, N-terminal domain
4208at7147	Complete	ptg000003l	2245878	2249670	+	1561.6	957	https://v10-1.orthodb.org/?query=4208at7147	tubulin-specific chaperone D
4218at7147	Complete	ptg000010l	9953391	9958062	+	1209.7	761	https://v10-1.orthodb.org/?query=4218at7147	Ras GTPase-activating protein
4227at7147	Complete	ptg000002l	16493976	16489346	-	1436.3	848	https://v10-1.orthodb.org/?query=4227at7147	WD40-repeat-containing domain
4233at7147	Complete	ptg000006l	212374	217166	+	2002.6	1047	https://v10-1.orthodb.org/?query=4233at7147	Immunoglobulin-like domain
4244at7147	Complete	ptg000002l	16289315	16284792	-	1130.1	923	https://v10-1.orthodb.org/?query=4244at7147	Tetratricopeptide repeat
4262at7147	Complete	ptg000001l	1640778	1637020	-	2100.4	1060	https://v10-1.orthodb.org/?query=4262at7147	Coatomer subunit alpha
4270at7147	Complete	ptg000014l	1013087	1007427	-	1643.6	839	https://v10-1.orthodb.org/?query=4270at7147	Coronin
4283at7147	Complete	ptg000002l	9480846	9485328	+	1216.1	1076	https://v10-1.orthodb.org/?query=4283at7147	Telomere-associated protein  Rif1
4291at7147	Complete	ptg000002l	1408195	1392986	-	1753.1	868	https://v10-1.orthodb.org/?query=4291at7147	K/Cl co-transporter
4293at7147	Complete	ptg000001l	1719918	1712140	-	1038.4	755	https://v10-1.orthodb.org/?query=4293at7147	EGF-like, conserved site
4298at7147	Complete	ptg000009l	8867358	8874101	+	1576.5	856	https://v10-1.orthodb.org/?query=4298at7147	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
4304at7147	Complete	ptg000009l	4490585	4498546	+	1703.1	964	https://v10-1.orthodb.org/?query=4304at7147	EGF-like, conserved site
4336at7147	Complete	ptg000010l	8982660	8956095	-	1529.3	900	https://v10-1.orthodb.org/?query=4336at7147	Integrin alpha chain
4344at7147	Complete	ptg000010l	8516502	8520231	+	897.9	803	https://v10-1.orthodb.org/?query=4344at7147	WASH complex subunit 7
4355at7147	Complete	ptg000001l	11822013	11809527	-	2229.6	1296	https://v10-1.orthodb.org/?query=4355at7147	Phosphatidylinositol 3-/4-kinase, catalytic domain
4382at7147	Complete	ptg000029l	443383	449856	+	1720.7	875	https://v10-1.orthodb.org/?query=4382at7147	P-type ATPase
4396at7147	Complete	ptg000002l	573615	561796	-	974.2	537	https://v10-1.orthodb.org/?query=4396at7147	Ubiquitin specific protease, conserved site
4401at7147	Complete	ptg000010l	4811809	4828852	+	552.3	309	https://v10-1.orthodb.org/?query=4401at7147	WD40 repeat
4408at7147	Complete	ptg000003l	13171998	13167559	-	1193.0	751	https://v10-1.orthodb.org/?query=4408at7147	ubiquitin conjugation factor E4 B
4416at7147	Complete	ptg000003l	19693779	19688724	-	1332.0	832	https://v10-1.orthodb.org/?query=4416at7147	Dbl homology (DH) domain
4451at7147	Complete	ptg000010l	5809832	5805092	-	1105.6	771	https://v10-1.orthodb.org/?query=4451at7147	Uncharacterised domain NUC173
4453at7147	Complete	ptg000003l	855187	863006	+	1330.1	747	https://v10-1.orthodb.org/?query=4453at7147	GPCR family 3, C-terminal
4461at7147	Complete	ptg000002l	3840955	3836477	-	1219.2	846	https://v10-1.orthodb.org/?query=4461at7147	FYVE zinc finger
4496at7147	Complete	ptg000001l	16025639	16022309	-	1779.2	892	https://v10-1.orthodb.org/?query=4496at7147	DNA polymerase
4497at7147	Complete	ptg000009l	17554573	17558711	+	855.7	576	https://v10-1.orthodb.org/?query=4497at7147	Zinc finger C2H2 superfamily
4538at7147	Complete	ptg000002l	12816242	12809697	-	2030.3	1142	https://v10-1.orthodb.org/?query=4538at7147	Immunoglobulin-like domain
4541at7147	Complete	ptg000001l	9025559	9029231	+	1559.6	869	https://v10-1.orthodb.org/?query=4541at7147	HECT domain
4551at7147	Complete	ptg000009l	13067947	13063218	-	378.1	515	https://v10-1.orthodb.org/?query=4551at7147	nuclear receptor coactivator 6
4568at7147	Complete	ptg000010l	8835563	8828792	-	1958.1	1134	https://v10-1.orthodb.org/?query=4568at7147	Protein kinase domain
4573at7147	Complete	ptg000001l	15194048	15190228	-	1202.7	761	https://v10-1.orthodb.org/?query=4573at7147	DNA mismatch repair protein MutS, core
4612at7147	Complete	ptg000001l	2614046	2607051	-	1352.5	689	https://v10-1.orthodb.org/?query=4612at7147	Immunoglobulin-like domain
4661at7147	Complete	ptg000002l	16804306	16814253	+	1062.9	594	https://v10-1.orthodb.org/?query=4661at7147	PAN/Apple domain
4736at7147	Complete	ptg000006l	1686506	1681121	-	1396.8	875	https://v10-1.orthodb.org/?query=4736at7147	Protein dispatched
4794at7147	Complete	ptg000009l	19077011	19072991	-	1809.3	974	https://v10-1.orthodb.org/?query=4794at7147	WD40/YVTN repeat-like-containing domain superfamily
4796at7147	Complete	ptg000001l	589226	594372	+	2104.8	1196	https://v10-1.orthodb.org/?query=4796at7147	Mediator complex, subunit Med14
4801at7147	Complete	ptg000014l	6540984	6545590	+	1786.7	943	https://v10-1.orthodb.org/?query=4801at7147	Formin, FH3 domain
4853at7147	Complete	ptg000001l	13965413	13969755	+	1455.1	892	https://v10-1.orthodb.org/?query=4853at7147	CAP Gly-rich domain
4860at7147	Complete	ptg000001l	8930784	8921794	-	893.4	420	https://v10-1.orthodb.org/?query=4860at7147	Ankyrin repeat-containing domain
4872at7147	Complete	ptg000010l	13146234	13150660	+	1594.8	982	https://v10-1.orthodb.org/?query=4872at7147	Niemann-Pick C1, N-terminal
4886at7147	Complete	ptg000001l	12033565	12029270	-	894.9	808	https://v10-1.orthodb.org/?query=4886at7147	Gamma tubulin complex component, C-terminal
4922at7147	Complete	ptg000002l	6787647	6794481	+	968.0	694	https://v10-1.orthodb.org/?query=4922at7147	Dbl homology (DH) domain
4924at7147	Complete	ptg000001l	12116474	12103648	-	1135.1	751	https://v10-1.orthodb.org/?query=4924at7147	Thrombospondin type-1 (TSP1) repeat
4939at7147	Complete	ptg000003l	8637288	8640691	+	1578.0	763	https://v10-1.orthodb.org/?query=4939at7147	Myosin head, motor domain
4953at7147	Complete	ptg000002l	11257741	11287573	+	1232.5	784	https://v10-1.orthodb.org/?query=4953at7147	Ankyrin repeat-containing domain
4986at7147	Complete	ptg000001l	3100304	3097036	-	1758.5	809	https://v10-1.orthodb.org/?query=4986at7147	Chitin binding domain
5008at7147	Complete	ptg000009l	7748310	7741842	-	1333.1	749	https://v10-1.orthodb.org/?query=5008at7147	C2 domain
5032at7147	Complete	ptg000009l	11473999	11477688	+	1269.6	839	https://v10-1.orthodb.org/?query=5032at7147	Phosphatidylinositol 3-/4-kinase, catalytic domain
5041at7147	Complete	ptg000003l	2422003	2456112	+	1335.3	677	https://v10-1.orthodb.org/?query=5041at7147	EGF-like, conserved site
5086at7147	Complete	ptg000029l	187628	178675	-	1681.5	862	https://v10-1.orthodb.org/?query=5086at7147	Fibronectin type III
5100at7147	Complete	ptg000010l	5987216	5996708	+	987.6	545	https://v10-1.orthodb.org/?query=5100at7147	Fungal lipase-like domain
5132at7147	Complete	ptg000050l	683898	702039	+	1520.6	930	https://v10-1.orthodb.org/?query=5132at7147	Ankyrin repeat-containing domain
5170at7147	Complete	ptg000003l	19637877	19633332	-	1910.5	1024	https://v10-1.orthodb.org/?query=5170at7147	DNA topoisomerase, type IIA
5172at7147	Complete	ptg000009l	13939523	13942950	+	1336.7	829	https://v10-1.orthodb.org/?query=5172at7147	Importin 13 repeat
5188at7147	Complete	ptg000010l	1229195	1231433	+	880.1	466	https://v10-1.orthodb.org/?query=5188at7147	SH3 domain
5195at7147	Complete	ptg000010l	2399528	2408674	+	2122.9	1125	https://v10-1.orthodb.org/?query=5195at7147	Rap/Ran-GAP superfamily
5203at7147	Complete	ptg000009l	20385741	20397942	+	1086.8	662	https://v10-1.orthodb.org/?query=5203at7147	ATP-dependent DNA helicase RecQ, zinc-binding domain
5223at7147	Complete	ptg000002l	12165728	12162135	-	1683.4	864	https://v10-1.orthodb.org/?query=5223at7147	Aminoacyl-tRNA synthetase, class Ia
5264at7147	Complete	ptg000010l	5447981	5441394	-	1128.0	652	https://v10-1.orthodb.org/?query=5264at7147	Histone deacetylase
5281at7147	Complete	ptg000003l	7126485	7117868	-	1713.6	1065	https://v10-1.orthodb.org/?query=5281at7147	PurM-like, C-terminal domain
5309at7147	Complete	ptg000002l	9349885	9355618	+	1944.5	930	https://v10-1.orthodb.org/?query=5309at7147	ATP-citrate lyase/succinyl-CoA ligase
5354at7147	Complete	ptg000010l	1497662	1502527	+	1929.4	1083	https://v10-1.orthodb.org/?query=5354at7147	ATPase, dynein-related, AAA domain
5382at7147	Complete	ptg000010l	8553206	8557404	+	1674.9	970	https://v10-1.orthodb.org/?query=5382at7147	Phosphoinositide phospholipase C
5385at7147	Complete	ptg000003l	14759686	14756460	-	813.5	601	https://v10-1.orthodb.org/?query=5385at7147	Pleckstrin homology domain
5394at7147	Complete	ptg000010l	4173743	4168741	-	1823.5	949	https://v10-1.orthodb.org/?query=5394at7147	C-type lectin-like
5396at7147	Complete	ptg000002l	7567292	7573155	+	1912.2	1180	https://v10-1.orthodb.org/?query=5396at7147	Phosphatidylinositol-4-phosphate 5-kinase, core
5439at7147	Complete	ptg000003l	8556760	8560400	+	1924.0	945	https://v10-1.orthodb.org/?query=5439at7147	Exportin-1, C-terminal
5446at7147	Complete	ptg000003l	8590854	8594786	+	955.7	653	https://v10-1.orthodb.org/?query=5446at7147	XPG/Rad2 endonuclease
5461at7147	Complete	ptg000002l	2407085	2401811	-	1281.3	773	https://v10-1.orthodb.org/?query=5461at7147	EGF-like, conserved site
5469at7147	Complete	ptg000009l	8046139	8041820	-	1976.9	1064	https://v10-1.orthodb.org/?query=5469at7147	SMCs flexible hinge
5481at7147	Complete	ptg000002l	1385108	1388659	+	1676.2	793	https://v10-1.orthodb.org/?query=5481at7147	P-type ATPase
5504at7147	Complete	ptg000003l	10514994	10510796	-	2073.2	1070	https://v10-1.orthodb.org/?query=5504at7147	Armadillo-type fold
5553at7147	Complete	ptg000009l	24903466	24900117	-	456.4	428	https://v10-1.orthodb.org/?query=5553at7147	Chitin binding domain
5561at7147	Complete	ptg000003l	17000497	16996757	-	1457.9	826	https://v10-1.orthodb.org/?query=5561at7147	Exportin-2, central domain
5566at7147	Complete	ptg000002l	3317943	3334875	+	1136.2	532	https://v10-1.orthodb.org/?query=5566at7147	CUB domain
5585at7147	Complete	ptg000002l	4019275	4014189	-	2010.9	1060	https://v10-1.orthodb.org/?query=5585at7147	Ankyrin repeat-containing domain
5593at7147	Complete	ptg000009l	7966953	7963292	-	795.3	595	https://v10-1.orthodb.org/?query=5593at7147	Hamartin
5630at7147	Complete	ptg000014l	5489281	5493144	+	374.4	398	https://v10-1.orthodb.org/?query=5630at7147	WH2 domain
5732at7147	Complete	ptg000003l	15908607	15911825	+	1663.0	824	https://v10-1.orthodb.org/?query=5732at7147	ATP-dependent RNA helicase Ski2, C-terminal
5770at7147	Complete	ptg000001l	23016532	23033395	+	1269.7	791	https://v10-1.orthodb.org/?query=5770at7147	Immunoglobulin-like domain
5771at7147	Complete	ptg000001l	9914294	9910330	-	1803.4	929	https://v10-1.orthodb.org/?query=5771at7147	Transcription initiation factor TFIID subunit 2
5799at7147	Complete	ptg000001l	15040623	15037388	-	855.0	665	https://v10-1.orthodb.org/?query=5799at7147	Kazal domain
5848at7147	Complete	ptg000014l	1720538	1734254	+	1408.2	838	https://v10-1.orthodb.org/?query=5848at7147	WD40-repeat-containing domain
5853at7147	Complete	ptg000002l	9667011	9662559	-	1182.7	817	https://v10-1.orthodb.org/?query=5853at7147	Importin-beta, N-terminal domain
5858at7147	Complete	ptg000006l	480098	484498	+	1885.6	997	https://v10-1.orthodb.org/?query=5858at7147	Importin repeat 4
5868at7147	Complete	ptg000009l	2955356	2952078	-	1343.2	802	https://v10-1.orthodb.org/?query=5868at7147	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
5950at7147	Complete	ptg000003l	13444629	13455005	+	1846.8	891	https://v10-1.orthodb.org/?query=5950at7147	P-type ATPase
5986at7147	Complete	ptg000010l	5401530	5392045	-	1007.5	707	https://v10-1.orthodb.org/?query=5986at7147	Integrin alpha chain
6006at7147	Complete	ptg000001l	1731412	1727153	-	1645.7	977	https://v10-1.orthodb.org/?query=6006at7147	WD40-repeat-containing domain
6011at7147	Complete	ptg000002l	11114583	11119121	+	1636.1	811	https://v10-1.orthodb.org/?query=6011at7147	Dynamin superfamily
6029at7147	Complete	ptg000014l	2081365	2092527	+	1233.5	650	https://v10-1.orthodb.org/?query=6029at7147	von Willebrand factor A-like domain superfamily
6036at7147	Complete	ptg000010l	11859797	11856074	-	1673.0	996	https://v10-1.orthodb.org/?query=6036at7147	Exportin-1/Importin-beta-like
6066at7147	Complete	ptg000001l	19434644	19391897	-	1745.4	932	https://v10-1.orthodb.org/?query=6066at7147	CUB domain
6077at7147	Complete	ptg000009l	19778816	19782582	+	870.3	580	https://v10-1.orthodb.org/?query=6077at7147	THAP-type zinc finger
6097at7147	Complete	ptg000009l	17537173	17521948	-	1062.9	709	https://v10-1.orthodb.org/?query=6097at7147	DBB domain
6114at7147	Complete	ptg000003l	15916825	15913349	-	1457.2	734	https://v10-1.orthodb.org/?query=6114at7147	Carboxylesterase, type B
6155at7147	Complete	ptg000003l	8533921	8530900	-	1660.1	861	https://v10-1.orthodb.org/?query=6155at7147	Alanine-tRNA ligase, class IIc
6178at7147	Complete	ptg000003l	6827621	6833459	+	1457.3	788	https://v10-1.orthodb.org/?query=6178at7147	Liprin-alpha
6238at7147	Complete	ptg000003l	6957023	6963547	+	1881.2	1556	https://v10-1.orthodb.org/?query=6238at7147	BP28, C-terminal domain
6258at7147	Complete	ptg000010l	144702	134581	-	1733.0	916	https://v10-1.orthodb.org/?query=6258at7147	Cyclic nucleotide-binding domain
6281at7147	Complete	ptg000010l	9863428	9859723	-	1505.8	886	https://v10-1.orthodb.org/?query=6281at7147	Integrator complex subunit 2
6287at7147	Complete	ptg000002l	15068470	15061022	-	1297.8	913	https://v10-1.orthodb.org/?query=6287at7147	EGF-like calcium-binding, conserved site
6332at7147	Complete	ptg000002l	13351176	13346772	-	1674.8	966	https://v10-1.orthodb.org/?query=6332at7147	Armadillo-type fold
6359at7147	Complete	ptg000003l	10429053	10425228	-	1413.0	696	https://v10-1.orthodb.org/?query=6359at7147	Tetratricopeptide repeat
6368at7147	Complete	ptg000001l	1303514	1307511	+	1770.6	861	https://v10-1.orthodb.org/?query=6368at7147	Tetratricopeptide repeat
6375at7147	Complete	ptg000010l	1344699	1348973	+	1126.0	667	https://v10-1.orthodb.org/?query=6375at7147	Zinc finger, RING-type
6383at7147	Complete	ptg000010l	709301	729346	+	1660.7	940	https://v10-1.orthodb.org/?query=6383at7147	Immunoglobulin-like domain
6414at7147	Complete	ptg000001l	7165886	7162400	-	854.4	639	https://v10-1.orthodb.org/?query=6414at7147	Uncharacterized protein, isoform A
6417at7147	Complete	ptg000009l	20252096	20242675	-	1957.1	953	https://v10-1.orthodb.org/?query=6417at7147	DNA2/NAM7 helicase, AAA domain
